filer_id,Filer,Business Phone,WhaleScore 1 Yr Equal-Wt,WhaleScore 1 Yr Mgr-Wt,Fund Size,Holdings,13F AUM,Turnover,% in Top 10,Perf Equal QoQ,Perf Equal All,Perf Mgr QoQ,Perf Mgr All,Earliest 13F,Perf Equal 1 Year,Perf Equal 5 Year,Perf Mgr-Wt 1 Year,Perf Mgr-Wt 5 Year,3 Yr Perf Annualized,5 Yr Perf Annualized,7 Yr Perf Annualized,10 Yr Perf Annualized,3 Yr Perf Mgr-Weight Annualized,5 Yr Perf Mgr-Weight Annualized,7 Yr Perf Mgr-Weight Annualized,10 Yr Perf Mgr-Weight Annualized,Avg Time in Top 10,Avg Time Held,Filer CIK,Filer Zip Code,Change in MV,Put Count,Call Count,Prior MV,State,City,Shares Traded,3-Year Sortino Equal Weight,STDDEV 3-Year,5 Yr Beta,3 Yr Alpha,ETF AUM,ETF AUM %,Investing Styles,Fund Classifications,First Date 13F Was Filed,Previous 13F AUM,Country
570531,"1620 INVESTMENT ADVISORS, INC.",508-830-4778,,,Micro,724.0,138706343.0,21.4088,21.0705,1.18,26.25,1.07,19.74,2022-05-16 04:00:00 UTC,17.62,0.0,15.04,,,,,,,,,,6.8,2.4486,0001907281,02360,6.2603,0,0,130534450.0,MA,PLYMOUTH,192672.0,0.3814,0.1159,0.6371,,46873368.0,33.793,Low BETA Stock Focus,Investment Advisor,2022-05-16 04:00:00 UTC,130534450.0,United States
526485,"17 CAPITAL PARTNERS, LLC",(602) 446-6394,,,Micro,138.0,153686727.0,12.3188,32.6967,4.75,6.68,6.59,11.5,2021-08-06 04:00:00 UTC,22.5,0.0,32.8,,2.9000000000000004,,,,5.800000000000001,,,,2.3,2.4427,0001727407,85018,9.3757,0,0,140512641.0,AZ,PHEONIX,152103.0,-0.0438,0.1866,1.0442,-8.42,29600707.0,19.26,"",Investment Advisor,2021-08-06 04:00:00 UTC,140512641.0,United States
463498,1776 WEALTH LLC,678-257-2730,62,60,Micro,154.0,223379164.0,9.7403,51.2265,12.97,115.97,9.56,91.72,2020-02-12 05:00:00 UTC,38.4,0.0,24.04,,11.55,,,,7.000000000000001,,,,11.3,10.8194,0001803140,30328,0.522,0,0,222219076.0,GA,ATLANTA,496671.0,0.43,0.1827,0.974,0.67,68434658.0,30.636,ETF Investor,Investment Advisor,2020-02-12 05:00:00 UTC,222219076.0,United States
392323,"180 WEALTH ADVISORS, LLC",(253) 394-0720,65,86,Small,461.0,635296460.0,9.3275,26.9076,9.51,164.47,9.22,202.8,2018-02-13 05:00:00 UTC,35.38,117.97,36.68,139.89,13.889999999999999,16.86,,,14.01,19.13,,,14.7,13.3775,0001730817,98001,3.6131,0,0,613142841.0,WA,FEDERAL WAY,1336028.0,0.5814,0.1773,0.9606,3.18,171822310.0,27.046,Long-Term Focus,Investment Advisor,2018-02-13 05:00:00 UTC,613142841.0,United States
1225,1832 ASSET MANAGEMENT L.P.,4168636990,,,Large,946.0,131435014616.0,35.4123,65.0472,5.47,247.84,5.52,241.34,2006-02-14 05:00:00 UTC,21.88,42.93,20.18,47.92,5.12,7.3999999999999995,7.380000000000001,7.5200000000000005,5.16,8.14,7.93,7.779999999999999,16.8,20.6577,0000944388,M5H 0B4,6.7661,4,1,123105528523.0,A6,TORONTO,224403826.0,0.0838,0.1739,0.9882,-5.19,75144959501.0,57.173,"Long-Term Focus,Low BETA Stock Focus,Value Investor",Investment Advisor,2006-02-14 05:00:00 UTC,123105528523.0,Canada
2041,1834 INVESTMENT ADVISORS COMPANY,4142780590,37,40,Small,224.0,859140382.0,9.375,35.7135,3.99,319.71,3.34,368.12,2001-05-16 04:00:00 UTC,15.98,59.85,15.25,62.23,6.99,9.84,10.13,10.43,6.4799999999999995,10.16,10.24,10.459999999999999,38.6,30.892,0001138486,53202,3.4848,0,0,830209272.0,WI,MILWAUKEE,2090983.0,0.2843,0.1159,0.6803,-1.45,421377485.0,49.046,"FINANCE concentrated,Long-Term Focus,Low BETA Stock Focus",Investment Advisor,2001-05-16 04:00:00 UTC,830209272.0,United States
660680,"1858 WEALTH MANAGEMENT, LLC",(234) 678-5183,,,Micro,135.0,121519805.0,22.963,35.2741,9.44,13.58,8.42,13.48,2024-02-13 05:00:00 UTC,0.0,0.0,,,,,,,,,,,2.0,2.3197,0002011812,44333,0.8518,0,0,120493470.0,OH,AKRON,229771.0,0.0663,0.0969,0.6246,,21266400.0,17.5,"",Investment Advisor,2024-02-13 05:00:00 UTC,120493470.0,United States
555930,"1888 INVESTMENTS, LLC",720-201-6099,,,Micro,2.0,1801445.0,0.0,100.0,15.04,-49.03,13.4,28.27,2022-02-11 05:00:00 UTC,4.61,0.0,16.8,,,,,,,,,,6.0,7.0,0001885092,80202,40.7346,0,0,1280030.0,CO,DENVER,16404.0,-0.6497,0.3725,1.3001,,0.0,0.0,"Mid-Cap Focus,High BETA Stock Focus,Contrarian,FINANCE concentrated","Investment Advisor,Hedge Fund",2022-02-11 05:00:00 UTC,1280030.0,United States
499348,1900 WEALTH MANAGEMENT LLC,210-736-7770,41,39,Small,226.0,1166429143.0,3.5398,59.3158,3.67,23.95,4.75,24.98,2021-02-05 05:00:00 UTC,19.57,0.0,23.28,,6.36,,,,7.2700000000000005,,,,7.9,11.287,0001791996,78217,9.0956,0,0,1069180998.0,TX,SAN ANTONIO,1774272.0,0.1839,0.1525,0.7896,-3.15,1064862606.0,91.293,"FINANCE concentrated,ETF Investor,Low BETA Stock Focus",Investment Advisor,2021-02-05 05:00:00 UTC,1069180998.0,United States
1678,"1919 INVESTMENT COUNSEL, LLC",410-454-2171,,,Large,1351.0,16008119942.0,4.5892,33.0271,0.0,89.12,,76.5,2008-02-14 05:00:00 UTC,13.62,77.69,12.17,67.29,6.950000000000001,12.18,11.01,,5.81,10.84,10.5,,4.5,5.2613,0001324943,21202,,0,0,0.0,MD,BALTIMORE,0.0,0.309,0.0,0.9467,-2.69,1500707882.0,9.375,"","Investment Advisor,Hedge Fund",2008-02-14 05:00:00 UTC,0.0,United States
223374,1922 INVESTMENT COMPANY LLC,713-624-5500,,,Micro,5.0,3247153.0,60.0,100.0,7.05,146.05,5.66,143.61,2013-08-15 04:00:00 UTC,33.51,90.6,32.19,88.71,24.95,13.77,12.02,18.7,24.529999999999998,13.54,11.86,18.58,1.0,1.0,0001584289,77098,5.9097,0,0,3065964.0,TX,HOUSTON,900.0,0.6679,0.3218,1.4872,12.18,0.0,0.0,"","",2013-08-15 04:00:00 UTC,3065964.0,United States
358423,"22NW, LP",206-437-9174,76,70,Micro,13.0,119282042.0,0.0,95.3554,5.44,148.81,13.1,134.12,2017-02-14 05:00:00 UTC,18.44,135.69,28.19,126.59,9.81,18.7,11.72,,8.88,17.77,10.38,,7.3,12.5385,0001694297,98104,1.7637,0,0,117214753.0,WA,SEATTLE,894370.0,0.2891,0.2129,1.1121,0.86,0.0,0.0,"Low BETA Stock Focus,Conservative Investor,Extreme Conservative Investor,Contrarian","Investment Advisor,Hedge Fund",2017-02-14 05:00:00 UTC,117214753.0,United States
633422,25 LLC,417-849-1365,,,Micro,56.0,230428854.0,10.7143,83.7452,2.57,23.34,2.48,21.6,2023-05-10 04:00:00 UTC,16.25,0.0,14.96,,,,,,,,,,6.0,5.0566,0001968777,63122,9.406,0,0,210618073.0,MO,ST. LOUIS,102750.0,0.3184,0.1135,0.8515,,217811206.0,94.524,"",Investment Advisor,2023-05-10 04:00:00 UTC,210618073.0,United States
525448,2594868 ONTARIO LTD,1 (416) 228-5900,,,Micro,1.0,90870516.0,0.0,100.0,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,3.0,3.0,0001872224,M5J 0G4,,0,0,0.0,A6,TORONTO,0.0,,,,,0.0,0.0,"","",,0.0,Canada
611269,26NORTH PARTNERS LP,212-224-0620,,,Micro,1.0,143672086.0,0.0,100.0,6.96,59.56,6.96,49.31,2023-02-14 05:00:00 UTC,36.61,0.0,29.19,,,,,,,,,,7.0,7.0,0001950972,10022,5.5084,0,0,136171225.0,NY,NEW YORK,239.0,0.6873,0.1955,0.7272,,143672086.0,100.0,"","Investment Advisor,Hedge Fund",2023-02-14 05:00:00 UTC,136171225.0,United States
496704,272 CAPITAL LP,214-556-2465,,,Micro,97.0,91687982.0,49.4845,46.8312,10.09,-5.69,9.06,-29.06,2022-02-09 05:00:00 UTC,15.25,0.0,-1.41,,,,,,,,,,3.1,3.1481,0001841077,75219,-54.0523,0,1,199548694.0,TX,DALLAS,16561632.0,-0.2116,0.2714,1.0936,,0.0,0.0,INFORMATION TECHNOLOGY concentrated,"Investment Advisor,Hedge Fund",2022-02-09 05:00:00 UTC,199548694.0,United States
500815,2XIDEAS AG,41 44 763 53 00,56,56,Small,57.0,742231421.0,12.2807,43.1087,-0.11,18.28,1.35,28.48,2021-02-16 05:00:00 UTC,22.79,0.0,27.1,,1.3599999999999999,,,,1.9800000000000002,,,,7.6,10.3393,0001843587,8808,-7.3222,0,0,800873152.0,V8,PFAFFIKON,1932507.0,-0.1123,0.2145,1.1317,-10.38,0.0,0.0,"",Investment Advisor,2021-02-16 05:00:00 UTC,800873152.0,SWITZERLAND
523764,325 CAPITAL LLC,212-376-5325,,,Micro,14.0,236187121.0,28.5714,98.2011,0.87,27.04,-2.3,24.57,2022-02-14 05:00:00 UTC,37.89,0.0,41.25,,,,,,,,,,4.8,7.0909,0001873893,10017,-0.8013,0,0,238094859.0,NY,NEW YORK,13427501.0,0.1458,0.3187,1.1157,,4248772.0,1.799,Small-Cap Focus,"Investment Advisor,Activist Investor",2022-02-14 05:00:00 UTC,238094859.0,United States
465277,"360 FINANCIAL, INC.",(952) 542-8900,45,50,Small,96.0,270693113.0,14.5833,69.7713,6.88,78.35,5.75,78.17,2020-02-28 05:00:00 UTC,25.47,0.0,23.66,,4.63,,,,6.0600000000000005,,,,7.7,11.9101,0001802324,55391,2.3084,0,0,264585460.0,MN,WAYZATA,169670.0,0.0487,0.185,1.0411,-6.61,242652749.0,89.641,"FINANCE concentrated,ETF Investor",Investment Advisor,2020-02-28 05:00:00 UTC,264585460.0,United States
634833,"3CHOPT INVESTMENT PARTNERS, LLC",801-401-1840,,,Small,183.0,279733941.0,61.7486,50.3679,6.94,41.86,8.14,49.3,2023-05-23 04:00:00 UTC,33.89,0.0,37.24,,,,,,,,,,4.5,6.0714,0001978521,23226,-14.6088,0,0,327591169.0,VA,RICHMOND,763092.0,0.8103,0.1091,0.778,,95077185.0,33.988,"",Investment Advisor,2023-05-23 04:00:00 UTC,327591169.0,United States
358125,"3EDGE ASSET MANAGEMENT, LP",844-903-3343,33,38,Small,77.0,1410331139.0,23.3766,83.7506,0.75,54.76,0.65,55.98,2017-02-10 05:00:00 UTC,12.71,32.39,12.73,32.4,4.04,5.7700000000000005,4.87,,4.32,5.7700000000000005,5.36,,6.6,4.8406,0001665605,34108,10.6748,0,0,1274302217.0,FL,NAPLES,9238292.0,0.0381,0.0839,0.4366,-3.01,1410331139.0,100.0,"FINANCE concentrated,Low BETA Stock Focus,ETF Investor","Investment Advisor,Hedge Fund",2017-02-10 05:00:00 UTC,1274302217.0,United States
8,3G CAPITAL PARTNERS LP,(212) 893-6727,79,59,Small,15.0,296494759.0,20.0,97.0257,27.3,326.72,24.58,592.29,2008-02-14 05:00:00 UTC,73.22,68.45,55.74,40.34,5.55,10.99,12.16,9.51,-9.29,7.01,10.0,9.44,3.0,2.6923,0001421669,10016,14.0439,0,0,259982912.0,NY,NEW YORK,858518.0,0.0525,0.3637,1.4571,-8.84,0.0,0.0,"Short-Term Focus,High BETA Stock Focus","Hedge Fund,Investment Advisor",2008-02-14 05:00:00 UTC,259982912.0,United States
503807,44 WEALTH MANAGEMENT LLC,541-359-0303,,,Small,199.0,284170252.0,,27.1422,5.0,37.01,1.64,17.03,2021-03-05 05:00:00 UTC,20.94,0.0,8.2,,5.74,,,,-0.66,,,,0.0,0.0,0001831187,97401,,0,0,0.0,OR,EUGENE,3138824.0,0.1286,0.1563,0.746,-3.35,8162865.0,2.873,"",Investment Advisor,2021-03-05 05:00:00 UTC,0.0,United States
669231,"49 WEALTH MANAGEMENT, LLC",214-563-1190,,,Small,201.0,614108158.0,32.3383,61.1319,0.6,3.36,1.6,4.23,2024-05-07 04:00:00 UTC,0.0,0.0,,,,,,,,,,,1.0,1.933,0002022291,78746,21.0899,0,0,507150581.0,TX,AUSTIN,7019256.0,-0.4519,0.061,0.3813,,558805352.0,90.995,"",Investment Advisor,2024-05-07 04:00:00 UTC,507150581.0,United States
496278,4J WEALTH MANAGEMENT LLC,703-568-5797,28,35,Micro,89.0,129140752.0,4.4944,58.1401,4.79,35.64,5.06,38.41,2021-01-15 05:00:00 UTC,24.16,0.0,23.75,,7.35,,,,7.22,,,,7.5,9.8864,0001840775,23454,6.7682,0,0,120954353.0,VA,ALEXANDRIA,90949.0,0.2884,0.1252,0.7034,-1.65,89247115.0,69.108,"FINANCE concentrated,Low BETA Stock Focus,ETF Investor",Investment Advisor,2021-01-15 05:00:00 UTC,120954353.0,United States
523839,4THOUGHT FINANCIAL GROUP INC.,(516) 300-1617,40,25,Micro,108.0,162066985.0,0.9259,68.9332,0.53,4.14,3.34,18.11,2021-07-21 04:00:00 UTC,10.02,0.0,18.66,,0.9299999999999999,,,,4.22,,,,9.4,10.9907,0001840261,11791,0.6942,0,0,160949739.0,NY,SYOSSET,116294.0,-0.2503,0.111,0.5778,-7.21,161044231.0,99.369,"FINANCE concentrated,Low BETA Stock Focus,ETF Investor",Investment Advisor,2021-07-21 04:00:00 UTC,160949739.0,United States
460279,"55I, LLC",617-960-9559,,,Small,397.0,399275604.0,0.0,55.473,0.0,17.01,,14.65,2020-01-10 05:00:00 UTC,-11.0,0.0,-11.15,,2.73,,,,2.34,,,,2.2,5.7154,0001730242,02109,,0,0,0.0,MA,BOSTON,0.0,-0.0685,0.1697,0.6677,-4.91,388810661.0,97.379,"",Investment Advisor,2020-01-10 05:00:00 UTC,0.0,United States
501157,"59 NORTH CAPITAL MANAGEMENT, LP",646-876-3787,76,71,Mid,19.0,2229627043.0,31.5789,78.1584,5.56,56.65,4.74,54.92,2021-02-16 05:00:00 UTC,26.25,0.0,29.2,,10.6,,,,8.66,,,,3.9,5.0588,0001805589,77098,9.8668,0,0,2029390976.0,TX,HOUSTON,14366158.0,0.3503,0.1942,0.9107,0.01,307612297.0,13.797,GARP,"Investment Advisor,Hedge Fund",2021-02-16 05:00:00 UTC,2029390976.0,United States
462740,"5AM VENTURE MANAGEMENT, LLC",(415) 993-8565,73,59,Small,29.0,484004999.0,6.8966,68.1304,1.75,-3.81,6.63,-55.74,2020-02-05 05:00:00 UTC,60.67,0.0,63.8,,7.88,,,,-3.5000000000000004,,,,2.8,6.1071,0001799883,94111,8.2557,0,0,447094225.0,CA,SAN FRANCISCO,5009268.0,0.1095,0.3852,0.5941,0.9,0.0,0.0,"Small-Cap Focus,HEALTH CARE concentrated,Growth Investor","Investment Advisor,Hedge Fund",2020-02-05 05:00:00 UTC,447094225.0,United States
556423,"5TH STREET ADVISORS, LLC",203-327-1212,,,Micro,47.0,205427945.0,42.5532,71.3548,1.78,21.67,0.83,15.77,2022-02-14 05:00:00 UTC,18.76,0.0,13.97,,,,,,,,,,7.5,4.186,0001911026,06890,6.8757,0,0,192212071.0,CT,SOUTHPORT,689756.0,0.215,0.1431,0.8026,,195329557.0,95.084,"FINANCE concentrated,Low BETA Stock Focus,ETF Investor",Investment Advisor,2022-02-14 05:00:00 UTC,192212071.0,United States
556236,"626 FINANCIAL, LLC",(269) 321-5040,49,69,Micro,117.0,180684803.0,10.2564,54.443,5.29,37.43,7.02,42.33,2022-02-14 05:00:00 UTC,30.53,0.0,28.58,,9.32,,,,11.09,,,,6.8,8.6466,0001911035,49024,4.4238,0,0,173030255.0,MI,PORTAGE,208833.0,0.3262,0.1707,0.9662,-1.45,77741960.0,43.026,"",Investment Advisor,2022-02-14 05:00:00 UTC,173030255.0,United States
123998,"683 CAPITAL MANAGEMENT, LLC",(212) 554-2379,42,43,Small,164.0,1314909213.0,24.3902,42.1741,14.6,305.37,17.03,373.42,2012-02-14 05:00:00 UTC,41.51,45.52,46.79,52.81,-1.3,7.79,5.390000000000001,9.17,-5.45,8.85,7.12,10.83,2.8,7.6643,0001404574,10019,-0.6283,10,1,1323222917.0,NY,NEW YORK,27026364.0,-0.2314,0.2226,1.2546,-11.34,10737100.0,0.817,"","Investment Advisor,Hedge Fund",2012-02-14 05:00:00 UTC,1323222917.0,United States
120912,"683 CAPITAL PARTNERS, LP",212-554-2379,,,Small,143.0,1314909213.0,13.2867,42.1741,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,2.2,3.3497,0001380126,10019,,10,1,0.0,NY,NEW YORK,0.0,,,,,10737100.0,0.817,"",Hedge Fund,,0.0,United States
489209,"72 INVESTMENT HOLDINGS, LLC",203-890-2000,,,Micro,7.0,46512419.0,0.0,100.0,4.5,-14.87,19.64,449.44,2021-02-16 05:00:00 UTC,20.01,0.0,51.36,,1.48,,,,73.1,,,,7.1429,7.1429,0001832749,06902,16.9014,0,0,39787723.0,CT,STAMFORD,0.0,-0.044,0.5217,0.9608,-9.3,0.0,0.0,"HEALTH CARE concentrated,Growth Investor,Small-Cap Focus","",2021-02-16 05:00:00 UTC,39787723.0,United States
498888,"7G CAPITAL MANAGEMENT, LLC",646-872-1576,92,82,Micro,8.0,232312345.0,0.0,100.0,3.33,55.78,1.44,73.98,2021-02-03 05:00:00 UTC,34.02,0.0,20.57,,13.65,,,,9.59,,,,8.5,8.5,0001720350,10013,2.0835,0,0,227570820.0,NY,NEW YORK,125000.0,0.5115,0.1933,0.9093,3.05,0.0,0.0,"Mega-Cap Focus,INFORMATION TECHNOLOGY concentrated,Contrarian","Investment Advisor,Hedge Fund",2021-02-03 05:00:00 UTC,227570820.0,United States
624382,"8 KNOTS MANAGEMENT, LLC",646-379-0396,,,Small,25.0,846550687.0,60.0,86.9294,3.51,16.13,5.07,23.71,2024-02-14 05:00:00 UTC,0.0,0.0,,,,,,,,,,,1.2,1.5294,0001849457,75220,-18.2723,0,0,1035818933.0,TX,DALLAS,17468778.0,0.0814,0.1795,0.729,,0.0,0.0,"","Investment Advisor,Hedge Fund",2024-02-14 05:00:00 UTC,1035818933.0,United States
660346,"8VC GP I, LLC",(415) 366-8405,,,Micro,3.0,73091129.0,0.0,100.0,7.34,-24.63,13.46,3.46,2024-02-12 05:00:00 UTC,0.0,0.0,,,,,,,,,,,3.0,3.0,0001667766,78704,-9.5219,0,0,80783229.0,TX,AUSTIN,3261373.0,-0.4976,0.2694,0.4622,,0.0,0.0,"","",2024-02-12 05:00:00 UTC,80783229.0,United States
431028,"9258 WEALTH MANAGEMENT, LLC",513-791-9258,55,68,Small,363.0,676505792.0,7.7135,33.8471,6.27,147.59,7.34,165.62,2019-02-12 05:00:00 UTC,27.15,108.39,33.39,121.37,8.57,15.82,,,10.84,17.23,,,9.6,14.9747,0001766506,45242,4.115,0,0,649767711.0,OH,BLUE ASH,465737.0,0.2992,0.1636,0.9411,-1.89,323187108.0,47.773,FINANCE concentrated,Investment Advisor,2019-02-12 05:00:00 UTC,649767711.0,United States
199798,"A. D. BEADELL INVESTMENT COUNSEL, INC.",262-241-0331,37,44,Micro,89.0,125182000.0,11.236,33.7756,4.73,208.38,6.54,199.94,2013-02-12 05:00:00 UTC,25.63,65.33,29.82,62.21,8.469999999999999,10.58,9.65,9.73,7.739999999999999,10.16,9.45,9.520000000000001,6.4,18.0588,0001569102,53092,4.7014,0,0,119561000.0,WI,MEQUON,367300.0,0.3502,0.1384,0.8352,-0.66,18692000.0,14.932,"Long-Term Focus,Low BETA Stock Focus",Investment Advisor,2013-02-12 05:00:00 UTC,119561000.0,United States
659700,"A16Z PERENNIAL MANAGEMENT, L.P.",6505128962,,,Small,49.0,855049005.0,18.3673,91.4059,18.0,16.49,19.47,19.9,2024-02-06 05:00:00 UTC,0.0,0.0,,,,,,,,,,,1.9,2.5111,0002009275,94025,-22.0291,7,0,1096626250.0,CA,MENLO PARK,2949142.0,0.0893,0.1765,1.2692,,117548229.0,13.748,"","Investment Advisor,Hedge Fund",2024-02-06 05:00:00 UTC,1096626250.0,United States
665789,"AA FINANCIAL ADVISORS, LLC",614-442-3355,,,Small,182.0,345296939.0,18.6813,33.8329,4.22,12.36,4.78,12.18,2024-04-02 04:00:00 UTC,0.0,0.0,,,,,,,,,,,2.5,2.0588,0002016899,43215,21.7271,0,0,283664850.0,OH,COLUMBUS,1515819.0,0.0364,0.0684,0.5582,,257138199.0,74.469,"",Investment Advisor,2024-04-02 04:00:00 UTC,283664850.0,United States
