filer_id,Filer,Business Phone,WhaleScore 1 Yr Equal-Wt,WhaleScore 1 Yr Mgr-Wt,WhaleScore Qtr Equal-Wt,Fund Size,Holdings,13F AUM,Turnover,% in Top 10,Perf Equal QoQ,Perf Equal All,Perf Mgr QoQ,Perf Mgr All,Earliest 13F,Perf Equal 1 Year,Perf Equal 5 Year,Perf Mgr-Wt 1 Year,Perf Mgr-Wt 5 Year,3 Yr Perf Annualized,5 Yr Perf Annualized,7 Yr Perf Annualized,10 Yr Perf Annualized,3 Yr Perf Mgr-Weight Annualized,5 Yr Perf Mgr-Weight Annualized,7 Yr Perf Mgr-Weight Annualized,10 Yr Perf Mgr-Weight Annualized,Avg Time in Top 10,Avg Time Held,Filer CIK,Filer Zip Code,Change in MV,Put Count,Call Count,Prior MV,State,City,Shares Traded,3-Year Sortino Equal Weight,STDDEV 3-Year,5 Yr Beta,3 Yr Alpha,ETF AUM,ETF AUM %,Option AUM,Option AUM Percentage,Call AUM,Call AUM Percentage,PUT AUM,PUT AUM Percentage,Investing Styles,Fund Classifications,First Date 13F Was Filed,Previous 13F AUM,Country,Date Filed
500822,140 SUMMER PARTNERS LP,(212) 804-9763,83,80,79,Small,26.0,769439947.0,57.6923,81.8615,-5.99,73.05,-3.41,66.91,2021-02-16 05:00:00 UTC,13.66,0.0,16.58,,15.39,,,,15.0,,,,3.0,2.8947,0001820788,10106,-7.9835,2,0,836198097.0,NY,NEW YORK,63780754.0,0.5017,0.219,0.9661,0.02,0.0,0.0,21643821.0,2.813,0.0,0.0,21643821.0,2.813,"Value Investor,Short-Term Focus","Investment Advisor,Hedge Fund",2021-02-16 05:00:00 UTC,836198097.0,United States,2025-05-15
500835,140 SUMMER PARTNERS MASTER FUND LP,212-804-9763,,,,Small,19.0,769439947.0,42.1053,81.8615,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,2.6,2.3684,0001844084,10018,,2,0,0.0,NY,NEW YORK,0.0,,,,,0.0,0.0,21643821.0,2.813,0.0,0.0,21643821.0,2.813,"","",,0.0,United States,
256224,1492 CAPITAL MANAGEMENT LLC,4142761492,61,59,62,Micro,130.0,185825764.0,30.0,30.5121,-8.47,42.11,-7.15,89.01,2014-02-13 05:00:00 UTC,20.27,53.22,21.75,59.58,2.08,8.91,3.85,5.6899999999999995,3.64,9.8,6.94,8.57,2.6,6.9375,0001584087,53202,-11.6229,0,1,210264593.0,WI,MILWAUKEE,3064292.0,-0.0908,0.2684,1.2402,-16.17,2867175.0,1.543,231150.0,0.124,231150.0,0.124,0.0,0.0,GARP,Investment Advisor,2014-02-13 05:00:00 UTC,210264593.0,United States,2025-05-06
660822,14B CAPTIAL MANAGEMENT LP,646-777-5951,,,,Micro,12.0,240065644.0,16.6667,93.647,-3.69,16.06,-7.85,13.32,2024-02-14 05:00:00 UTC,17.31,0.0,20.34,,,,,,,,,,3.9,3.6667,0002009911,92037,4.4725,0,0,229788351.0,CA,LA JOLLA,1080300.0,0.0352,0.1659,0.819,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"","Investment Advisor,Hedge Fund",2024-02-14 05:00:00 UTC,229788351.0,United States,2025-05-15
50479,"1607 CAPITAL PARTNERS, LLC",1-804-525-1750,30,23,33,Small,135.0,1241506245.0,13.3333,44.3075,1.08,245.73,1.78,240.01,2009-02-17 05:00:00 UTC,4.93,27.67,5.43,27.65,4.24,5.01,3.25,4.29,5.06,5.0,3.34,4.06,12.3,20.4711,0001436866,23219,-0.2503,0,0,1244621820.0,VA,RICHMOND,14551302.0,-0.0228,0.1289,0.6513,-6.71,1187925171.0,95.684,0.0,0.0,0.0,0.0,0.0,0.0,"MUTUAL FUND concentrated,Long-Term Focus,Low BETA Stock Focus,ETF Investor,Small-Cap Focus","Investment Advisor,Hedge Fund",2009-02-17 05:00:00 UTC,1244621820.0,United States,2025-05-15
570531,"1620 INVESTMENT ADVISORS, INC.",508-830-4778,38,37,38,Micro,728.0,130654468.0,10.0275,21.4556,0.61,29.85,0.56,22.94,2022-05-16 04:00:00 UTC,6.83,0.0,6.65,,9.91,,,,8.290000000000001,,,,7.8,4.2015,0001907281,02360,-0.978,0,0,131944872.0,MA,PLYMOUTH,229761.0,0.4947,0.1121,0.6136,-0.97,44977860.0,34.425,0.0,0.0,0.0,0.0,0.0,0.0,Low BETA Stock Focus,Investment Advisor,2022-05-16 04:00:00 UTC,131944872.0,United States,2025-05-14
526485,"17 CAPITAL PARTNERS, LLC",(602) 446-6394,,,,Micro,145.0,155802444.0,13.7931,32.3853,-4.72,1.65,-7.38,12.95,2021-08-06 04:00:00 UTC,0.33,0.0,12.97,,8.559999999999999,,,,16.98,,,,3.2,4.1618,0001727407,85018,-1.3451,0,0,157926791.0,AZ,PHEONIX,218532.0,0.2183,0.1912,1.0647,-6.64,35561267.0,22.825,0.0,0.0,0.0,0.0,0.0,0.0,"",Investment Advisor,2021-08-06 04:00:00 UTC,157926791.0,United States,2025-05-13
463498,1776 WEALTH LLC,678-257-2730,67,65,75,Micro,142.0,217711210.0,3.5211,50.7058,-2.15,123.24,-3.94,94.81,2020-02-12 05:00:00 UTC,27.62,119.04,22.72,83.28,18.45,16.98,,,15.39,12.879999999999999,,,13.0,12.6331,0001803140,30328,0.0405,0,0,217622978.0,GA,ATLANTA,138867.0,0.7917,0.186,0.9982,4.09,64397343.0,29.579,0.0,0.0,0.0,0.0,0.0,0.0,ETF Investor,Investment Advisor,2020-02-12 05:00:00 UTC,217622978.0,United States,2025-05-06
392323,"180 WEALTH ADVISORS, LLC",(253) 394-0720,64,87,66,Small,456.0,627864074.0,15.1316,25.6212,-4.71,170.62,-3.41,205.34,2018-02-13 05:00:00 UTC,20.29,134.06,18.1,141.47,19.75,18.54,15.03,,20.73,19.28,16.89,,14.8,15.3947,0001730817,98001,-1.6387,0,0,638324561.0,WA,FEDERAL WAY,1845031.0,0.9115,0.1771,0.9728,5.79,176624531.0,28.131,0.0,0.0,0.0,0.0,0.0,0.0,Long-Term Focus,Investment Advisor,2018-02-13 05:00:00 UTC,638324561.0,United States,2025-04-09
1225,1832 ASSET MANAGEMENT L.P.,4168636990,,,,Large,720.0,110023855648.0,18.3333,59.4031,-0.8,242.67,0.51,241.03,2006-02-14 05:00:00 UTC,7.68,64.52,8.4,70.83,4.8,10.47,7.21,7.23,5.680000000000001,11.3,7.9399999999999995,7.82,14.9,21.6641,0000944388,M5H 0B4,-6.4745,6,14,117640440978.0,A6,TORONTO,270515620.0,0.0174,0.1642,0.9354,-8.8,58339176789.0,53.024,57636963366.0,52.386,3143528746.0,2.857,54493434620.0,49.529,"Long-Term Focus,Low BETA Stock Focus,Value Investor",Investment Advisor,2006-02-14 05:00:00 UTC,117640440978.0,Canada,2025-05-14
2041,1834 INVESTMENT ADVISORS COMPANY,4142780590,34,36,31,Small,223.0,776499593.0,10.7623,35.6939,0.23,321.92,-0.68,368.66,2001-05-16 04:00:00 UTC,7.81,64.79,7.1,66.16,7.89,10.51,9.62,9.959999999999999,8.18,10.69,9.610000000000001,9.969999999999999,25.3,30.9434,0001138486,53202,-1.6906,2,4,789852948.0,WI,MILWAUKEE,1286367.0,0.3233,0.1089,0.6346,-2.67,378005980.0,48.681,1506448.0,0.194,293884.0,0.038,1212564.0,0.156,"FINANCE concentrated,Long-Term Focus,Low BETA Stock Focus",Investment Advisor,2001-05-16 04:00:00 UTC,789852948.0,United States,2025-05-09
660680,"1858 WEALTH MANAGEMENT, LLC",(234) 678-5183,,,,Micro,135.0,118052287.0,23.7037,35.7793,-1.01,15.19,-1.4,15.18,2024-02-13 05:00:00 UTC,17.48,0.0,16.07,,,,,,,,,,3.1,3.8718,0002011812,44333,-6.4976,0,0,126255833.0,OH,AKRON,286488.0,0.0242,0.1284,0.8291,,21074869.0,17.852,0.0,0.0,0.0,0.0,0.0,0.0,"",Investment Advisor,2024-02-13 05:00:00 UTC,126255833.0,United States,2025-04-22
555930,"1888 INVESTMENTS, LLC",720-201-6099,,,,Micro,5.0,1580824.0,80.0,100.0,-17.96,-56.3,-20.04,9.14,2022-02-11 05:00:00 UTC,-6.42,0.0,-8.38,,-17.25,,,,3.16,,,,4.3333,4.3333,0001885092,80202,-63.253,0,0,4301912.0,CO,DENVER,116004.0,-0.5815,0.3962,1.4331,-34.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Growth Investor,Mid-Cap Focus,High BETA Stock Focus,Contrarian","Investment Advisor,Hedge Fund",2022-02-11 05:00:00 UTC,4301912.0,United States,2025-05-06
499348,1900 WEALTH MANAGEMENT LLC,210-736-7770,38,38,33,Small,225.0,1202498842.0,5.7778,62.8953,-2.25,22.99,-2.35,24.37,2021-02-05 05:00:00 UTC,5.56,0.0,8.03,,7.89,,,,9.49,,,,9.3,12.8318,0001791996,78215,0.8934,0,0,1191850895.0,TX,SAN ANTONIO,2332633.0,0.2454,0.1411,0.792,-4.63,1098790639.0,91.376,0.0,0.0,0.0,0.0,0.0,0.0,"FINANCE concentrated,ETF Investor","Investment Advisor,Hedge Fund",2021-02-05 05:00:00 UTC,1191850895.0,United States,2025-04-17
1678,"1919 INVESTMENT COUNSEL, LLC",410-454-2171,,,,Large,1374.0,14949270045.0,5.313,31.9666,0.0,89.12,,76.5,2008-02-14 05:00:00 UTC,13.62,77.69,12.17,67.29,6.950000000000001,12.18,11.01,,5.81,10.84,10.5,,6.3,6.7154,0001324943,21202,,0,0,0.0,MD,BALTIMORE,0.0,0.2322,0.0,0.9467,-2.69,1548527137.0,10.359,0.0,0.0,0.0,0.0,0.0,0.0,"","Investment Advisor,Hedge Fund",2008-02-14 05:00:00 UTC,0.0,United States,
223374,1922 INVESTMENT COMPANY LLC,713-624-5500,,,,Micro,3.0,3407582.0,33.3333,100.0,-3.3,146.71,3.89,160.16,2013-08-15 04:00:00 UTC,4.16,179.65,9.84,194.89,20.34,22.830000000000002,12.06,8.3,22.49,24.15,12.920000000000002,8.88,3.0,3.0,0001584289,77098,11.8891,0,0,3045499.0,TX,HOUSTON,265.0,0.5391,0.2939,1.2495,3.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"","",2013-08-15 04:00:00 UTC,3045499.0,United States,2025-05-15
4,1ST SOURCE BANK,2192362710,,,,Small,266.0,1697015050.0,5.2632,60.2525,-2.96,535.65,-3.27,537.85,2001-05-11 04:00:00 UTC,7.52,84.65,12.44,91.86,10.51,13.05,10.92,10.82,11.31,13.919999999999998,8.63,10.6,35.2,43.3846,0000356264,46634,-2.9367,0,0,1748359965.0,IN,SOUTH BEND,433437.0,0.3995,0.155,0.8816,-2.84,813176224.0,47.918,0.0,0.0,0.0,0.0,0.0,0.0,"FINANCE concentrated,Long-Term Focus",Banks,2001-05-11 04:00:00 UTC,1748359965.0,United States,2025-05-05
358423,"22NW, LP",206-437-9174,74,70,77,Micro,22.0,149090053.0,36.3636,85.6127,-7.68,140.64,-7.79,119.92,2017-02-14 05:00:00 UTC,-1.19,122.94,-7.43,109.73,15.620000000000001,17.39,10.54,,14.069999999999999,15.97,9.879999999999999,,8.2,8.35,0001694297,98104,-5.9551,0,0,158530698.0,WA,SEATTLE,5166880.0,0.5451,0.2162,0.9227,4.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Low BETA Stock Focus,Conservative Investor,Extreme Conservative Investor,Contrarian","Investment Advisor,Hedge Fund",2017-02-14 05:00:00 UTC,158530698.0,United States,2025-05-14
633422,25 LLC,417-849-1365,,,,Micro,61.0,241718081.0,8.1967,83.948,-2.73,21.52,-1.01,21.4,2023-05-10 04:00:00 UTC,3.87,0.0,5.04,,,,,,,,,,8.0,6.4746,0001968777,63122,2.3044,0,0,236273419.0,MO,ST. LOUIS,115178.0,0.1955,0.1142,0.815,,227994292.0,94.322,0.0,0.0,0.0,0.0,0.0,0.0,"",Investment Advisor,2023-05-10 04:00:00 UTC,236273419.0,United States,2025-04-14
611269,26NORTH PARTNERS LP,212-224-0620,,,,Micro,1.0,57817726.0,0.0,100.0,-3.19,58.74,-3.19,48.54,2023-02-14 05:00:00 UTC,11.94,0.0,11.94,,,,,,,,,,9.0,9.0,0001950972,10022,-60.6032,0,0,146757495.0,NY,NEW YORK,146402.0,0.6562,0.1882,0.8255,,57817726.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,"","Investment Advisor,Hedge Fund",2023-02-14 05:00:00 UTC,146757495.0,United States,2025-05-15
496704,272 CAPITAL LP,214-556-2465,,,,Micro,64.0,37885627.0,71.875,78.435,-19.89,-22.99,-25.62,-43.62,2022-02-09 05:00:00 UTC,-1.57,0.0,-10.92,,-4.05,,,,-13.38,,,,2.6,3.5,0001841077,75219,-64.1899,0,0,105795841.0,TX,DALLAS,7324872.0,-0.3112,0.2808,1.1979,-20.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,INFORMATION TECHNOLOGY concentrated,"Investment Advisor,Hedge Fund",2022-02-09 05:00:00 UTC,105795841.0,United States,2025-05-15
698065,2774719 ONTARIO LTD,(416) 228-5900,,,,Micro,1.0,190880376.0,0.0,100.0,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,1.0,1.0,0002055944,M5J 0G4,,0,0,0.0,A6,TORONTO,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"","",,0.0,Canada,
500815,2XIDEAS AG,41 44 763 53 00,56,54,61,Small,64.0,658112346.0,12.5,42.8678,-2.45,14.63,-3.46,25.33,2021-02-16 05:00:00 UTC,4.48,0.0,8.66,,8.97,,,,9.44,,,,8.1,10.082,0001843587,8700,-11.8561,0,0,746633713.0,V8,KUSNACHT,3472372.0,0.2306,0.203,1.1196,-6.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"",Investment Advisor,2021-02-16 05:00:00 UTC,746633713.0,SWITZERLAND,2025-05-15
523764,325 CAPITAL LLC,212-376-5325,77,75,80,Micro,13.0,241441152.0,23.0769,98.4579,-1.25,26.09,4.09,28.83,2022-02-14 05:00:00 UTC,1.54,0.0,-1.99,,16.25,,,,15.78,,,,6.4,8.2727,0001873893,10017,-6.6659,0,0,258684895.0,NY,NEW YORK,3200763.0,0.3877,0.3106,1.132,-0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Small-Cap Focus,Growth Investor","Investment Advisor,Activist Investor",2022-02-14 05:00:00 UTC,258684895.0,United States,2025-05-15
465277,"360 FINANCIAL, INC.",(952) 542-8900,47,52,50,Small,90.0,276355156.0,24.4444,69.6993,-3.07,72.8,-3.13,72.98,2020-02-28 05:00:00 UTC,6.9,65.66,5.94,68.04,8.81,10.620000000000001,,,9.55,10.94,,,6.5,14.0395,0001802324,55391,-0.0991,0,0,276629316.0,MN,WAYZATA,1229673.0,0.2294,0.1922,1.0318,-6.6,248345422.0,89.865,0.0,0.0,0.0,0.0,0.0,0.0,"FINANCE concentrated,ETF Investor",Investment Advisor,2020-02-28 05:00:00 UTC,276629316.0,United States,2025-05-08
634833,"3CHOPT INVESTMENT PARTNERS, LLC",801-401-1840,,,,Small,231.0,381736608.0,68.8312,37.4146,-3.3,43.76,-3.99,48.19,2023-05-23 04:00:00 UTC,14.14,0.0,13.5,,,,,,,,,,6.0,2.6184,0001978521,23226,31.1073,0,0,291163454.0,VA,RICHMOND,1025010.0,0.7248,0.1171,0.8027,,107772569.0,28.232,0.0,0.0,0.0,0.0,0.0,0.0,"",Investment Advisor,2023-05-23 04:00:00 UTC,291163454.0,United States,2025-04-24
358125,"3EDGE ASSET MANAGEMENT, LP",844-903-3343,34,41,35,Small,105.0,1470277732.0,37.1429,72.4985,2.45,60.45,2.12,63.11,2017-02-10 05:00:00 UTC,7.39,35.82,8.77,37.19,6.18,6.32,5.19,,6.36,6.529999999999999,5.75,,7.0,4.6,0001665605,34108,-9.3308,0,0,1621584394.0,FL,NAPLES,17672994.0,0.2046,0.0827,0.405,-2.71,1469706408.0,99.961,0.0,0.0,0.0,0.0,0.0,0.0,"FINANCE concentrated,Low BETA Stock Focus,ETF Investor","Investment Advisor,Hedge Fund",2017-02-10 05:00:00 UTC,1621584394.0,United States,2025-05-01
8,3G CAPITAL PARTNERS LP,(212) 893-6727,89,69,98,Small,21.0,348184820.0,47.619,91.9643,-7.49,358.65,-4.77,674.52,2008-02-14 05:00:00 UTC,47.52,101.28,47.3,71.39,38.74,15.02,11.68,9.180000000000001,31.47,11.379999999999999,10.71,9.56,4.1,3.6875,0001421669,10016,-0.1507,0,0,348710435.0,NY,NEW YORK,1930500.0,1.184,0.3443,1.6086,20.73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Short-Term Focus,High BETA Stock Focus","Hedge Fund,Investment Advisor",2008-02-14 05:00:00 UTC,348710435.0,United States,2025-05-15
556275,400 CAPITAL MANAGEMENT LLC,212.612.3101,,,,Small,9.0,431072400.0,66.6667,100.0,0.0,-84.95,,-84.99,2022-02-14 05:00:00 UTC,-3.44,0.0,-3.44,,-44.12,,,,-44.12,,,,0.5,0.5,0001909739,10103,-71.2111,4,1,1497357532.0,NY,NEW YORK,2990400.0,-0.7133,0.6776,0.8679,-56.29,431072400.0,100.0,431072400.0,100.0,3989800.0,0.926,427082600.0,99.074,"","Investment Advisor,Hedge Fund",2022-02-14 05:00:00 UTC,1497357532.0,United States,2025-05-07
350673,"40|86 ADVISORS, INC.",317-817-6100,,,,Micro,9.0,119585602.0,,100.0,0.0,0.0,,,,0.0,0.0,,,,,,,,,,,0.0,0.0,0001689637,46032,,0,0,0.0,IN,CARMEL,0.0,,,,,119408760.0,99.852,0.0,0.0,0.0,0.0,0.0,0.0,"","",,0.0,United States,
503807,44 WEALTH MANAGEMENT LLC,541-359-0303,,,,Small,209.0,266433061.0,22.0096,25.9186,-2.7,36.56,-4.1,13.21,2021-03-05 05:00:00 UTC,10.03,0.0,-0.93,,5.42,,,,0.43,,,,1.7,1.7581,0001831187,97401,2.4238,0,0,260128050.0,OR,EUGENE,787980.0,0.0598,0.1518,0.7471,-6.25,9341428.0,3.506,0.0,0.0,0.0,0.0,0.0,0.0,"",Investment Advisor,2021-03-05 05:00:00 UTC,260128050.0,United States,2025-04-29
669231,"49 WEALTH MANAGEMENT, LLC",214-563-1190,,,,Small,209.0,829909681.0,26.7943,62.697,-0.31,4.34,-0.57,5.25,2024-05-07 04:00:00 UTC,2.87,0.0,3.63,,,,,,,,,,1.5,3.0635,0002022291,78746,18.2637,0,0,701744857.0,TX,AUSTIN,7534811.0,-0.5384,0.0595,0.3329,,702606473.0,84.661,0.0,0.0,0.0,0.0,0.0,0.0,"",Investment Advisor,2024-05-07 04:00:00 UTC,701744857.0,United States,2025-04-30
698410,"4D ADVISORS, LLC",310-936-5316,,,,Micro,50.0,128717430.0,66.0,53.0606,2.86,4.4,2.98,4.9,2025-02-14 05:00:00 UTC,0.0,0.0,,,,,,,,,,,0.2,0.5313,0001938268,90277,-10.2828,0,0,143470235.0,CA,REDONDO BEACH,3638000.0,-0.1069,0.3328,1.7501,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"","Investment Advisor,Hedge Fund",2025-02-14 05:00:00 UTC,143470235.0,United States,2025-05-15
496278,4J WEALTH MANAGEMENT LLC,7035669573,30,37,33,Micro,92.0,126815914.0,11.9565,55.736,-1.32,36.06,-2.05,37.36,2021-01-15 05:00:00 UTC,9.87,0.0,9.42,,10.58,,,,9.8,,,,6.1,11.1124,0001840775,22101,2.6671,0,0,123521505.0,VA,MCLEAN,750470.0,0.5141,0.1287,0.6968,-0.93,88670748.0,69.921,0.0,0.0,0.0,0.0,0.0,0.0,"FINANCE concentrated,Low BETA Stock Focus,ETF Investor",Investment Advisor,2021-01-15 05:00:00 UTC,123521505.0,United States,2025-04-29
523839,4THOUGHT FINANCIAL GROUP INC.,(516) 300-1617,39,26,40,Micro,89.0,161852089.0,1.1236,67.6905,-0.11,4.75,-1.47,18.05,2021-07-21 04:00:00 UTC,4.25,0.0,7.33,,4.33,,,,7.9,,,,11.3,14.125,0001840261,11791,0.4404,0,0,161142428.0,NY,SYOSSET,300730.0,-0.0181,0.1117,0.5608,-6.18,161300589.0,99.659,0.0,0.0,0.0,0.0,0.0,0.0,"FINANCE concentrated,ETF Investor,Low BETA Stock Focus",Investment Advisor,2021-07-21 04:00:00 UTC,161142428.0,United States,2025-04-24
698287,"4WEALTH ADVISORS, INC.",708-695-5300,,,,Micro,153.0,91762329.0,24.8366,29.4674,-2.79,-2.44,-2.84,-2.52,2025-02-14 05:00:00 UTC,0.0,0.0,,,,,,,,,,,1.0,0.92,0002056676,60527-6490,-8.0878,2,0,99836991.0,IL,BURR RIDGE,1111826.0,-0.8679,0.0711,0.3922,,46855578.0,51.062,1421540.0,1.549,0.0,0.0,1421540.0,1.549,"",Investment Advisor,2025-02-14 05:00:00 UTC,99836991.0,United States,2025-05-05
